d0000001.s001.h001 object%1:03:00::
d0000648.s001.h001 slide%1:04:00::
d0000649.s001.h001 coast%1:04:00::
d0000650.s001.h001 slippage%1:04:00::
d0000651.s001.h001 crawl%1:04:03::
d0000652.s001.h001 deceleration%1:04:00::
d0000653.s001.h001 transplant%1:04:01::
d0000654.s001.h001 transplanting%1:04:00::
d0000655.s001.h001 transplantation%1:04:00::
d0000656.s001.h001 shifting%1:04:00::
d0000657.s001.h001 motion%1:04:00::
d0000658.s001.h001 movement%1:04:00::
d0000659.s001.h001 move%1:04:03::
d0000660.s001.h001 motility%1:04:00::
d0000661.s001.h001 headshake%1:04:00::
d0000662.s001.h001 jab%1:04:01::
d0000663.s001.h001 thrusting%1:04:00::
d0000664.s001.h001 inclination%1:04:00::
d0000665.s001.h001 bob%1:04:00::
d0000666.s001.h001 kick%1:04:01::
d0000667.s001.h001 kicking%1:04:01::
d0000668.s001.h001 pitching%1:04:01::
d0000669.s001.h001 opening%1:04:01::
d0000670.s001.h001 musical_chairs%1:04:01::
d0000671.s001.h001 musical_chairs%1:04:01::
d0000672.s001.h001 transposition%1:04:03::
d0000673.s001.h001 passing%1:04:00::
d0000674.s001.h001 reshuffle%1:04:00::
d0000675.s001.h001 retraction%1:04:00::
d0000676.s001.h001 retraction%1:04:00::
d0000677.s001.h001 rotation%1:04:00::
d0000678.s001.h001 pivot%1:04:00::
d0000679.s001.h001 spin%1:04:00::
d0000680.s001.h001 twisting%1:04:01::
d0000681.s001.h001 sitting%1:04:00::
d0000682.s001.h001 sitting%1:04:01::
d0000683.s001.h001 snap%1:04:03::
d0000684.s001.h001 sweep%1:04:01::
d0000685.s001.h001 twist%1:04:03::
d0000686.s001.h001 wind%1:04:00::
d0000687.s001.h001 toss%1:04:02::
d0000688.s001.h001 wave%1:04:02::
d0000689.s001.h001 wave%1:04:02::
d0000690.s001.h001 turn%1:04:02::
d0000691.s001.h001 stirring%1:04:00::
d0000692.s001.h001 worrying%1:04:01::
d0000693.s001.h001 upset%1:04:02::
d0000694.s001.h001 outreach%1:04:00::
d0000695.s001.h001 keystroke%1:04:00::
d0000696.s001.h001 turn%1:04:01::
d0000697.s001.h001 diversion%1:04:01::
d0000698.s001.h001 digression%1:04:00::
d0000699.s001.h001 deflection%1:04:00::
d0000700.s001.h001 right%1:04:00::
d0000701.s001.h001 left%1:04:00::
d0000702.s001.h001 cut%1:04:05::
d0000703.s001.h001 tax_cut%1:04:00::
d0000704.s001.h001 moderation%1:04:00::
d0000705.s001.h001 tapering%1:04:00::
d0000706.s001.h001 evisceration%1:04:02::
d0000707.s001.h001 relief%1:04:01::
d0000708.s001.h001 squeeze%1:04:00::
d0000709.s001.h001 expression%1:04:00::
d0000710.s001.h001 extrusion%1:04:00::
d0000711.s001.h001 expulsion%1:04:02::
d0000712.s001.h001 shortening%1:04:00::
d0000713.s001.h001 cut%1:04:00::
d0000714.s001.h001 subtraction%1:04:00::
d0000715.s001.h001 bite%1:04:01::
d0000716.s001.h001 abatement%1:04:00::
d0000717.s001.h001 etiolation%1:04:01::
d0000718.s001.h001 cutting%1:04:04::
d0000719.s001.h001 thinning%1:04:00::
d0000720.s001.h001 increase%1:04:00::
d0000721.s001.h001 addition%1:04:02::
d0000722.s001.h001 addition%1:04:02::
d0000723.s001.h001 retrofit%1:04:00::
d0000724.s001.h001 advance%1:04:01::
d0000725.s001.h001 appreciation%1:04:01::
d0000726.s001.h001 depreciation%1:04:00::
d0000727.s001.h001 surge%1:04:00::
d0000728.s001.h001 upsurge%1:04:00::
d0000729.s001.h001 upsurge%1:04:00::
d0000730.s001.h001 dilation%1:04:00::
d0000731.s001.h001 tension%1:04:00::
d0000732.s001.h001 escalation%1:04:00::
d0000733.s001.h001 escalation%1:04:00::
d0000734.s001.h001 exaggeration%1:04:00::
d0000735.s001.h001 extension%1:04:02::
d0000736.s001.h001 dispersion%1:04:00::
d0000737.s001.h001 diffusion%1:04:00::
d0000738.s001.h001 truncation%1:04:00::
d0000739.s001.h001 truncation%1:04:00::
d0000740.s001.h001 stretch%1:04:02::
d0000741.s001.h001 stretch%1:04:02::
d0000742.s001.h001 stretch%1:04:02::
d0000743.s001.h001 amplification%1:04:02::
d0000744.s001.h001 elaboration%1:04:01::
d0000745.s001.h001 buildup%1:04:00::
d0000746.s001.h001 buildup%1:04:00::
d0000747.s001.h001 reposition%1:04:00::
d0000748.s001.h001 storage%1:04:02::
d0000749.s001.h001 warehousing%1:04:00::
d0000750.s001.h001 stockpiling%1:04:00::
d0000751.s001.h001 aggrandizement%1:04:00::
d0000752.s001.h001 elevation%1:04:01::
d0000753.s001.h001 roughness%1:04:00::
d0000754.s001.h001 roughness%1:04:00::
d0000755.s001.h001 aggravation%1:04:01::
d0000756.s001.h001 breakage%1:04:00::
d0000757.s001.h001 explosion%1:04:00::
d0000758.s001.h001 burst%1:04:00::
d0000759.s001.h001 fulmination%1:04:01::
d0000760.s001.h001 burning%1:04:00::
d0000761.s001.h001 arson%1:04:00::
d0000761.s001.h002 fire-raising%1:04:00::
d0000762.s001.h001 confusion%1:04:01::
d0000763.s001.h001 mix%1:04:00::
d0000764.s001.h001 mixing%1:04:00::
d0000765.s001.h001 homogenization%1:04:00::
d0000766.s001.h001 homogenization%1:04:00::
d0000767.s001.h001 interspersion%1:04:00::
d0000768.s001.h001 union%1:04:00::
d0000769.s001.h001 unification%1:04:00::
d0000770.s001.h001 reunification%1:04:00::
d0000771.s001.h001 umbrella%1:04:01::
d0000772.s001.h001 umbrella%1:04:01::
d0000773.s001.h001 opening%1:04:02::
d0000774.s001.h001 break%1:04:01::
d0000775.s001.h001 gap%1:04:00::
d0000776.s001.h001 breakaway%1:04:00::
d0000777.s001.h001 breaking_away%1:04:01::
d0000778.s001.h001 parcellation%1:04:00::
d0000779.s001.h001 schism%1:04:00::
d0000780.s001.h001 cut%1:04:01::
d0000781.s001.h001 cutting%1:04:01::
d0000782.s001.h001 cut%1:04:02::
d0000783.s001.h001 match-up%1:04:00::
d0000784.s001.h001 matchup%1:04:00::
d0000785.s001.h001 tear%1:04:00::
d0000786.s001.h001 rip%1:04:00::
d0000787.s001.h001 removal%1:04:00::
d0000788.s001.h001 drawing%1:04:02::
d0000789.s001.h001 extraction%1:04:00::
d0000790.s001.h001 threshing%1:04:00::
d0000791.s001.h001 translation%1:04:02::
d0000792.s001.h001 permutation%1:04:00::
d0000793.s001.h001 revision%1:04:00::
d0000794.s001.h001 transmogrification%1:04:00::
d0000795.s001.h001 reinstatement%1:04:00::
d0000796.s001.h001 refreshment%1:04:00::
d0000797.s001.h001 recreation%1:04:01::
d0000798.s001.h001 metamorphosis%1:04:02::
d0000799.s001.h001 defacement%1:04:00::
d0000800.s001.h001 disfigurement%1:04:00::
d0000801.s001.h001 updating%1:04:00::
d0000802.s001.h001 flex%1:04:00::
d0000803.s001.h001 fold%1:04:00::
d0000804.s001.h001 activity%1:04:00::
d0000805.s001.h001 domesticity%1:04:00::
d0000806.s001.h001 operation%1:04:07::
d0000807.s001.h001 operation%1:04:03::
d0000808.s001.h001 operation%1:04:03::
d0000809.s001.h001 operation%1:04:03::
d0000810.s001.h001 operation%1:04:03::
d0000811.s001.h001 practice%1:04:00::
d0000812.s001.h001 pattern%1:04:00::
d0000813.s001.h001 practice%1:04:04::
d0000814.s001.h001 praxis%1:04:00::
d0000815.s001.h001 cooperation%1:04:02::
d0000816.s001.h001 cooperation%1:04:02::
d0000817.s001.h001 occult%1:04:00::
d0000818.s001.h001 habit%1:04:02::
d0000819.s001.h001 habit%1:04:02::
d0000820.s001.h001 use%1:04:01::
d0000821.s001.h001 hijab%1:04:00::
d0000822.s001.h001 round%1:04:01::
d0000823.s001.h001 path%1:04:00::
d0000824.s001.h001 way%1:04:00::
d0000825.s001.h001 path%1:04:00::
d0000826.s001.h001 path%1:04:00::
d0000827.s001.h001 straight_and_narrow%1:04:00::
d0000828.s001.h001 path_of_least_resistance%1:04:00::
d0000829.s001.h001 chokehold%1:04:00::
d0000830.s001.h001 hug%1:04:00::
d0000831.s001.h001 mistreatment%1:04:00::
d0000833.s001.h001 exploitation%1:04:01::
d0000834.s001.h001 victimization%1:04:00::
d0000835.s001.h001 sexploitation%1:04:00::
d0000836.s001.h001 abuse%1:04:02::
d0000837.s001.h001 repression%1:04:00::
d0000838.s001.h001 oppression%1:04:00::
d0000839.s001.h001 torturing%1:04:00::
d0000840.s001.h001 judicial_torture%1:04:00::
d0000841.s001.h001 red_flag%1:04:00::
d0000842.s001.h001 tease%1:04:00::
d0000843.s001.h001 ribbing%1:04:00::
d0000844.s001.h001 diversion%1:04:00::
d0000845.s001.h001 recreation%1:04:00::
d0000846.s001.h001 recreation%1:04:00::
d0000847.s001.h001 escape%1:04:02::
d0000848.s001.h001 escapism%1:04:00::
d0000849.s001.h001 fun%1:04:00::
d0000850.s001.h001 fun%1:04:00::
d0000851.s001.h001 gambling%1:04:00::
d0000852.s001.h001 play%1:04:02::
d0000853.s001.h001 game%1:04:01::
d0000854.s001.h001 game%1:04:01::
d0000855.s001.h001 game%1:04:01::
d0000856.s001.h001 nightlife%1:04:00::
d0000857.s001.h001 nightlife%1:04:00::
d0000858.s001.h001 pastime%1:04:00::
d0000859.s001.h001 pastime%1:04:00::
d0000860.s001.h001 interest%1:04:01::
d0000861.s001.h001 pursuit%1:04:01::
d0000862.s001.h001 play%1:04:06::
d0000863.s001.h001 house%1:04:00::
d0000864.s001.h001 doctor%1:04:00::
d0000865.s001.h001 cup_of_tea%1:04:00::
d0000866.s001.h001 bag%1:04:00::
d0000867.s001.h001 dish%1:04:00::
d0000868.s001.h001 split%1:04:03::
d0000869.s001.h001 swimming%1:04:00::
d0000869.s001.h002 swim%1:04:00::
d0000870.s001.h001 bathe%1:04:00::
d0000871.s001.h001 crab%1:04:00::
d0000872.s001.h001 fight%1:04:03::
d0000873.s001.h001 motorcycling%1:04:01::
d0000874.s001.h001 farming%1:04:01::
d0000875.s001.h001 land%1:04:00::
d0000876.s001.h001 game%1:04:00::
d0000877.s001.h001 game%1:04:03::
d0000878.s001.h001 turn%1:04:06::
d0000879.s001.h001 play%1:04:01::
d0000880.s001.h001 attack%1:04:04::
d0000881.s001.h001 chess_opening%1:04:00::
d0000882.s001.h001 down%1:04:00::
d0000883.s001.h001 bat%1:04:00::
d0000884.s001.h001 at-bat%1:04:00::
d0000885.s001.h001 catch%1:04:02::
d0000886.s001.h001 round_of_golf%1:04:00::
d0000887.s001.h001 baseball%1:04:00::
d0000888.s001.h001 baseball_game%1:04:00::
d0000891.s001.h001 no_ball%1:04:00::
d0000892.s001.h001 break%1:04:07::
d0000893.s001.h001 leapfrog%1:04:01::
d0000894.s001.h001 cut%1:04:09::
d0000895.s001.h001 cutting%1:04:09::
d0000896.s001.h001 draw%1:04:01::
d0000897.s001.h001 bet%1:04:00::
d0000898.s001.h001 bust%1:04:00::
d0000899.s001.h001 play%1:04:00::
d0000900.s001.h001 frolic%1:04:00::
d0000901.s001.h001 game%1:04:04::
d0000902.s001.h001 game%1:04:04::
d0000903.s001.h001 shtik%1:04:01::
d0000904.s001.h001 teasing%1:04:01::
d0000905.s001.h001 snipe_hunt%1:04:00::
d0000906.s001.h001 pleasantry%1:04:00::
d0000907.s001.h001 celebration%1:04:01::
d0000908.s001.h001 festival%1:04:00::
d0000909.s001.h001 circus%1:04:00::
d0000910.s001.h001 show%1:04:00::
d0000911.s001.h001 parade%1:04:00::
d0000912.s001.h001 exhibit%1:04:00::
d0000913.s001.h001 presentation%1:04:00::
d0000914.s001.h001 demonstration%1:04:00::
d0000915.s001.h001 demonstration%1:04:02::
d0000916.s001.h001 exhibition%1:04:00::
d0000917.s001.h001 debunking%1:04:00::
d0000918.s001.h001 exposure%1:04:05::
d0000919.s001.h001 production%1:04:01::
d0000920.s001.h001 strip%1:04:00::
d0000921.s001.h001 step%1:04:03::
d0000922.s001.h001 twist%1:04:00::
d0000923.s001.h001 music%1:04:00::
d0000924.s001.h001 drumming%1:04:00::
d0000925.s001.h001 song%1:04:00::
d0000926.s001.h001 crooning%1:04:01::
d0000927.s001.h001 whistling%1:04:00::
d0000928.s001.h001 beat%1:04:01::
d0000929.s001.h001 impression%1:04:00::
d0000930.s001.h001 business%1:04:03::
d0000931.s001.h001 shtik%1:04:00::
d0000932.s001.h001 performance%1:04:01::
d0000933.s001.h001 performance%1:04:01::
d0000934.s001.h001 program%1:04:00::
d0000935.s001.h001 heroics%1:04:00::
d0000936.s001.h001 reenactment%1:04:00::
d0000937.s001.h001 circus%1:04:01::
d0000938.s001.h001 carnival%1:04:02::
d0000939.s001.h001 disorganization%1:04:00::
d0000940.s001.h001 dislocation%1:04:00::
d0000941.s001.h001 breakdown%1:04:02::
d0000942.s001.h001 upset%1:04:01::
d0000943.s001.h001 overthrow%1:04:02::
d0000944.s001.h001 burst%1:04:02::
d0000945.s001.h001 fit%1:04:00::
d0000946.s001.h001 fits_and_starts%1:04:00::
d0000947.s001.h001 haste%1:04:00::
d0000948.s001.h001 dash%1:04:02::
d0000949.s001.h001 maneuver%1:04:03::
d0000950.s001.h001 play%1:04:04::
d0000951.s001.h001 figure%1:04:00::
d0000952.s001.h001 play%1:04:05::
d0000953.s001.h001 power_play%1:04:02::
d0000954.s001.h001 run%1:04:02::
d0000955.s001.h001 running%1:04:03::
d0000956.s001.h001 rush%1:04:01::
d0000957.s001.h001 passing_play%1:04:00::
d0000958.s001.h001 power_play%1:04:01::
d0000959.s001.h001 flare%1:04:01::
d0000960.s001.h001 interference%1:04:01::
d0000961.s001.h001 pick%1:04:01::
d0000962.s001.h001 stroke%1:04:00::
d0000963.s001.h001 shot%1:04:06::
d0000964.s001.h001 shot%1:04:06::
d0000965.s001.h001 cut%1:04:08::
d0000966.s001.h001 return%1:04:04::
d0000967.s001.h001 serve%1:04:00::
d0000968.s001.h001 fault%1:04:01::
d0000969.s001.h001 cut%1:04:07::
d0000970.s001.h001 slicing%1:04:01::
d0000971.s001.h001 hooking%1:04:00::
d0000972.s001.h001 drive%1:04:03::
d0000973.s001.h001 putt%1:04:00::
d0000974.s001.h001 approach%1:04:01::
d0000975.s001.h001 picnic%1:04:00::
d0000976.s001.h001 work%1:04:00::
d0000977.s001.h001 action%1:04:00::
d0000978.s001.h001 action%1:04:00::
d0000979.s001.h001 job%1:04:03::
d0000980.s001.h001 job%1:04:03::
d0000981.s001.h001 job%1:04:05::
d0000982.s001.h001 job%1:04:05::
d0000983.s001.h001 operation%1:04:05::
d0000984.s001.h001 operation%1:04:05::
d0000985.s001.h001 deeds%1:04:00::
d0000986.s001.h001 works%1:04:00::
d0000987.s001.h001 service%1:04:08::
d0000988.s001.h001 facility%1:04:00::
d0000989.s001.h001 shining%1:04:00::
d0000990.s001.h001 polishing%1:04:00::
d0000991.s001.h001 shoeshine%1:04:00::
d0000992.s001.h001 utility%1:04:00::
d0000993.s001.h001 utility%1:04:00::
d0000994.s001.h001 heavy_lifting%1:04:00::
d0000995.s001.h001 housecleaning%1:04:00::
d0000996.s001.h001 housecleaning%1:04:01::
d0000997.s001.h001 housecleaning%1:04:01::
d0000998.s001.h001 busywork%1:04:00::
d0000999.s001.h001 line%1:04:00::
d0000999.s001.h002 business%1:04:00::
d0001000.s001.h001 occupation%1:04:04::
d0001001.s001.h001 game%1:04:02::
d0001002.s001.h001 biz%1:04:00::
d0001003.s001.h001 specialization%1:04:00::
d0001004.s001.h001 walk_of_life%1:04:00::
d0001005.s001.h001 employment%1:04:00::
d0001006.s001.h001 work%1:04:01::
d0001007.s001.h001 job%1:04:04::
d0001008.s001.h001 service%1:04:07::
d0001009.s001.h001 services%1:04:00::
d0001010.s001.h001 services%1:04:00::
d0001011.s001.h001 facility%1:04:01::
d0001012.s001.h001 facility%1:04:01::
d0001013.s001.h001 facility%1:04:01::
d0001014.s001.h001 appointment%1:04:01::
d0001015.s001.h001 post%1:04:00::
d0001016.s001.h001 peasanthood%1:04:00::
d0001017.s001.h001 plum%1:04:00::
d0001018.s001.h001 presidency%1:04:00::
d0001019.s001.h001 president%1:04:04::
d0001020.s001.h001 chair%1:04:00::
d0001021.s001.h001 bully_pulpit%1:04:00::
d0001022.s001.h001 attorney_general%1:04:00::
d0001023.s001.h001 secretary_of_agriculture%1:04:00::
d0001024.s001.h001 commerce_secretary%1:04:00::
d0001025.s001.h001 defense_secretary%1:04:00::
d0001026.s001.h001 education_secretary%1:04:00::
d0001027.s001.h001 energy_secretary%1:04:00::
d0001028.s001.h001 secretary_of_health_and_human_services%1:04:00::
d0001029.s001.h001 secretary_of_housing_and_urban_development%1:04:00::
d0001030.s001.h001 labor_secretary%1:04:00::
d0001031.s001.h001 secretary_of_state%1:04:00::
d0001032.s001.h001 interior_secretary%1:04:00::
d0001033.s001.h001 treasury_secretary%1:04:00::
d0001034.s001.h001 transportation_secretary%1:04:00::
d0001035.s001.h001 secretary_of_veterans_affairs%1:04:00::
d0001036.s001.h001 trade%1:04:00::
d0001037.s001.h001 lighting%1:04:01::
d0001038.s001.h001 house_painting%1:04:00::
d0001039.s001.h001 metier%1:04:00::
d0001040.s001.h001 literature%1:04:00::
d0001041.s001.h001 law%1:04:00::
d0001042.s001.h001 medicine%1:04:00::
d0001043.s001.h001 preventive_medicine%1:04:00::
d0001044.s001.h001 theology%1:04:00::
d0001045.s001.h001 writing%1:04:01::
d0001046.s001.h001 handwriting%1:04:00::
d0001047.s001.h001 stenography%1:04:00::
d0001048.s001.h001 subscription%1:04:01::
d0001049.s001.h001 decryption%1:04:00::
d0001050.s001.h001 shingling%1:04:00::
d0001051.s001.h001 labor%1:04:00::
d0001052.s001.h001 effort%1:04:01::
d0001053.s001.h001 exertion%1:04:00::
d0001054.s001.h001 struggle%1:04:00::
d0001055.s001.h001 wrestle%1:04:00::
d0001056.s001.h001 grappling%1:04:00::
d0001056.s001.h002 wrestling%1:04:01::
d0001057.s001.h001 overwork%1:04:00::
d0001058.s001.h001 trouble%1:04:02::
d0001059.s001.h001 trouble%1:04:02::
d0001060.s001.h001 difficulty%1:04:00::
d0001061.s001.h001 difficulty%1:04:00::
d0001062.s001.h001 the_devil%1:04:00::
d0001063.s001.h001 tsuris%1:04:00::
d0001064.s001.h001 exercise%1:04:00::
d0001065.s001.h001 exercising%1:04:00::
d0001066.s001.h001 physical_exertion%1:04:00::
d0001067.s001.h001 pull%1:04:02::
d0001068.s001.h001 conditioner%1:04:00::
d0001069.s001.h001 set%1:04:00::
d0001070.s001.h001 calisthenics%1:04:01::
d0001071.s001.h001 calisthenics%1:04:00::
d0001072.s001.h001 isotonic_exercise%1:04:00::
d0001073.s001.h001 practice%1:04:03::
d0001074.s001.h001 practice%1:04:03::
d0001075.s001.h001 consultancy%1:04:00::
d0001076.s001.h001 private_practice%1:04:00::
d0001077.s001.h001 private_practice%1:04:00::
d0001078.s001.h001 application%1:04:01::
d0001079.s001.h001 counting%1:04:00::
d0001080.s001.h001 detection%1:04:01::
d0001081.s001.h001 roundup%1:04:00::
d0001082.s001.h001 search%1:04:02::
d0001083.s001.h001 search%1:04:02::
d0001084.s001.h001 testing%1:04:00::
d0001085.s001.h001 scan%1:04:00::
d0001086.s001.h001 search%1:04:01::
d0001087.s001.h001 testing%1:04:03::
d0001088.s001.h001 testing%1:04:03::
d0001089.s001.h001 genetic_screening%1:04:00::
d0001090.s001.h001 anatomy%1:04:00::
d0001091.s001.h001 analogy%1:04:00::
d0001092.s001.h001 analogy%1:04:00::
d0001093.s001.h001 visitation%1:04:00::
d0001094.s001.h001 visitation%1:04:00::
d0001095.s001.h001 tabulation%1:04:00::
d0001096.s001.h001 care%1:04:01::
d0001097.s001.h001 attention%1:04:01::
d0001098.s001.h001 brush%1:04:03::
d0001099.s001.h001 effleurage%1:04:00::
d0001102.s001.h001 therapy%1:04:00::
d0001103.s001.h001 correction%1:04:01::
d0001104.s001.h001 nourishment%1:04:00::
d0001105.s001.h001 tlc%1:04:00::
d0001106.s001.h001 castration%1:04:01::
d0001107.s001.h001 enucleation%1:04:00::
d0001108.s001.h001 operation%1:04:00::
d0001109.s001.h001 surgery%1:04:01::
d0001110.s001.h001 facelift%1:04:00::
d0001111.s001.h001 implantation%1:04:01::
d0001112.s001.h001 epikeratophakia%1:04:00::
d0001113.s001.h001 neutering%1:04:00::
d0001114.s001.h001 transplant%1:04:02::
d0001115.s001.h001 transplantation%1:04:02::
d0001116.s001.h001 organ_transplant%1:04:00::
d0001117.s001.h001 gastric_lavage%1:04:00::
d0001118.s001.h001 holistic_medicine%1:04:00::
d0001119.s001.h001 shot%1:04:03::
d0001120.s001.h001 psychoanalysis%1:04:00::
d0001121.s001.h001 refrigeration%1:04:00::
d0001122.s001.h001 orthodontic_treatment%1:04:00::
d0001123.s001.h001 application%1:04:03::
d0001124.s001.h001 application%1:04:03::
d0001125.s001.h001 coating%1:04:00::
d0001126.s001.h001 loading%1:04:00::
d0001127.s001.h001 pickings%1:04:00::
d0001128.s001.h001 taking%1:04:00::
d0001129.s001.h001 painting%1:04:02::
d0001130.s001.h001 tinning%1:04:01::
d0001131.s001.h001 duty%1:04:02::
d0001132.s001.h001 job%1:04:01::
d0001133.s001.h001 job%1:04:01::
d0001134.s001.h001 task%1:04:00::
d0001135.s001.h001 chore%1:04:00::
d0001136.s001.h001 ball-breaker%1:04:00::
d0001137.s001.h001 stint%1:04:00::
d0001138.s001.h001 function%1:04:00::
d0001139.s001.h001 part%1:04:01::
d0001140.s001.h001 role%1:04:00::
d0001141.s001.h001 capacity%1:04:01::
d0001142.s001.h001 capacity%1:04:01::
d0001143.s001.h001 hat%1:04:00::
d0001144.s001.h001 portfolio%1:04:00::
d0001145.s001.h001 stead%1:04:00::
d0001146.s001.h001 place%1:04:01::
d0001147.s001.h001 lieu%1:04:00::
d0001148.s001.h001 behalf%1:04:00::
d0001149.s001.h001 behalf%1:04:00::
d0001150.s001.h001 second_fiddle%1:04:00::
d0001151.s001.h001 role%1:04:01::
d0001152.s001.h001 gender_role%1:04:00::
d0001153.s001.h001 position%1:04:02::
d0001154.s001.h001 pitcher%1:04:00::
d0001155.s001.h001 mound%1:04:00::
d0001156.s001.h001 catcher%1:04:00::
d0001157.s001.h001 catcher%1:04:00::
d0001158.s001.h001 third%1:04:00::
d0001159.s001.h001 quarterback%1:04:00::
d0001160.s001.h001 center%1:04:02::
d0001161.s001.h001 guard%1:04:02::
d0001162.s001.h001 tackle%1:04:02::
d0001163.s001.h001 end%1:04:02::
d0001164.s001.h001 lesson%1:04:00::
d0001165.s001.h001 example%1:04:00::
d0001167.s001.h001 guard%1:04:01::
d0001168.s001.h001 fatigue%1:04:00::
d0001169.s001.h001 fatigue%1:04:00::
d0001170.s001.h001 mission%1:04:00::
d0001171.s001.h001 charge%1:04:03::
d0001172.s001.h001 scut_work%1:04:00::
d0001173.s001.h001 wrongdoing%1:04:00::
d0001174.s001.h001 inroad%1:04:01::
d0001175.s001.h001 continuing_trespass%1:04:00::
d0001177.s001.h001 blaze%1:04:00::
d0001178.s001.h001 contributory_negligence%1:04:00::
d0001179.s001.h001 evasion%1:04:01::
d0001180.s001.h001 escape%1:04:01::
d0001181.s001.h001 malingering%1:04:00::
d0001182.s001.h001 malpractice%1:04:00::
d0001183.s001.h001 malpractice%1:04:01::
d0001184.s001.h001 perversion%1:04:00::
d0001185.s001.h001 waste%1:04:00::
d0001186.s001.h001 dissipation%1:04:02::
d0001187.s001.h001 waste_of_money%1:04:00::
d0001188.s001.h001 waste_of_time%1:04:00::
d0001189.s001.h001 squandering%1:04:00::
d0001190.s001.h001 transgression%1:04:00::
d0001191.s001.h001 abomination%1:04:00::
